Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Children's Services,Child Care System Management,Not assigned,Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(165,760.47)",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,"1,650.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"14,500.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Contracted Services,Advertising & Promo,500.00,2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Contracted Services,Contr Srv - Building,"400,000.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Contracted Services,Contr Srv-Waste Disp,300.00,2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Contracted Services,Day Care Services,"645,706,356.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Contracted Services,Managed Print Charge,"13,100.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"40,600.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,General Travel,Parking Exp (Intown),"14,000.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"1,800.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Services,Member Fees,"8,600.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Services,Other Expenses,"2,400.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Services,Other Prof/Tech Serv,"383,500.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Services,Tech Srv Transl/Int,"9,600.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"34,000.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,"7,500.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Telecommnuncation,Network Equipment,600.00,2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Training,Train/Dev - External,"102,500.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Training,Tuition Fees,"7,500.00",2024
Children's Services,Child Care System Management,Not assigned,Expenses,Service And Rent,Zero Based Consulting,Consult-Technical,"75,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Allowances,Benefits To Be Dist,"82,100.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,Comprehensive Med,"126,148.80",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,CPP,"120,240.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,Dental Plan,"73,365.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,EI,"37,080.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,Life Insurance,"28,177.43",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,LTD,"60,728.63",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,OMERS Pension,"418,463.70",2024
City Clerk's Office,Elect Government,Elections,Expenses,Benefits,Benefits,Ont Health Tax,"71,081.48",2024
City Clerk's Office,Elect Government,Elections,Expenses,Equipment,Computes,Comp - Hardware,"14,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Equipment,Computes,Comp - Software,"13,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Equipment,Equipment,M & E - Office,"140,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Fac Maint Svcs,"236,512.25",2024
City Clerk's Office,Elect Government,Elections,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Postage & Courie,"2,500.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Printing,"2,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Telecom & Netwk,"21,352.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-User Hdwe & Op S,"18,918.66",2024
City Clerk's Office,Elect Government,Elections,Expenses,Materials & Supplies,Office Supplies,Books & Magazines,"1,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,"1,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"3,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Materials & Supplies,Supplies,Misc Materials,"2,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Materials & Supplies,Supplies,Presentation Items,"5,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Other Expenditures,Miscellaneous Expenditures,Bank Service Charges,"2,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"3,939,503.38",2024
City Clerk's Office,Elect Government,Elections,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"10,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Salaries,Permanent Salaries,Permanent - Alt Rate,"151,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,"3,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"5,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Conference,Conf/Semin - Accomd,"6,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,"3,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Contracted Services,Comp Software Main,"383,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Contracted Services,Contr Srv - General,"18,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Contracted Services,Managed Print Charge,"2,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Contracted Services,"Transfer, Haul &Stor","1,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"1,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"2,365.09",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Postage,Postage,"1,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Audit,"450,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Legal,"400,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Services,Cloud Computing Cost,"19,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Services,Honoraria,"20,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Services,Member Fees,"2,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Services,Other Expenses,"15,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Services,Other Prof/Tech Serv,"50,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Services,Tech Srv Transl/Int,"2,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"9,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,"14,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"1,000.00",2024
City Clerk's Office,Elect Government,Elections,Expenses,Service And Rent,Training,Train/Dev - External,"12,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,Comprehensive Med,"273,490.69",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,CPP,"208,416.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,Dental Plan,"130,120.80",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,EI,"66,162.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,Life Insurance,"27,106.95",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,LTD,"114,788.84",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,OMERS Pension,"317,174.09",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Benefits,Benefits,Ont Health Tax,"68,381.15",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Con Veh Res - Flt Rt,"57,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Equipment,Computes,Comp - Software,"2,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Materials & Supplies,Materials,Footwear,"1,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Materials & Supplies,Materials,Uniforms,"2,500.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Materials & Supplies,Office Supplies,Phot Fax & Print Sup,"937,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"2,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Materials & Supplies,Parts,Mach & Equip Parts,"35,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Materials & Supplies,Supplies,Misc Materials,"3,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"3,506,725.87",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"10,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Salaries,Permanent Salaries,Vacation Pay (Perm),"3,500.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(169,011.73)",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"2,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Contracted Services,C. Srv - Lic Veh & E,"1,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Contracted Services,Comp Software Main,"70,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Contracted Services,Contr Srv - M & E,"133,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Contracted Services,Laundry Services,"13,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Contracted Services,Managed Print Charge,"2,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Postage,Postage,"3,475,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Rentals,Rental Of Mach&Equip,"784,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Services,Permit & Lic. Fees,"88,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Services,Print & Rep -3Rd Par,"743,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"3,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Telecommnuncation,Courier Services,"175,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,"6,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Training,Train/Dev - External,"4,000.00",2024
City Clerk's Office,Make Government Work,Corporate Information Production Services,Expenses,Service And Rent,Training,Tuition Fees,"1,500.00",2024
